strategy,min_decile_score,min_alloc_fraction,max_alloc_fraction,w_score,w_price_edge,w_risk_quality,w_range_risk,w_sd_risk,w_vol_risk,w_mom_risk,raw_pred_mean4_cutoff,n_trades,return_pct,max_drawdown_pct,win_rate_pct,mean_trade_ret_pct,std_trade_ret_pct,sharpe_trade,sortino_trade,cvar5_trade_ret_pct,objective_val,avg_alloc_fraction,p95_alloc_fraction,max_alloc_fraction_realized,avg_sizing_signal
cfg_140,0.9,0.05,0.4,0.45,0.35,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,560,2734.574690192543,-6.916579001004952,61.07142857142858,3.5378736142857137,8.519197016867722,0.4152825210264352,1.0034547298011625,-11.334507142857143,2731.1164006920408,0.2185835854780769,0.3303039895708749,0.34229538370630647,0.4816673870802197
cfg_066,0.9,0.05,0.3,0.55,0.25,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,614,2731.4698135922604,-7.471937588972777,60.423452768729646,3.4979120521172637,8.639155172244369,0.4048905225542488,0.9587467154841942,-11.794096774193546,2727.733844797774,0.16240335221057406,0.24976144627230637,0.2576113663333952,0.4496134088422961
cfg_106,0.9,0.05,0.3,0.5,0.3,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,611,2724.831596804156,-7.390160008582081,60.55646481178396,3.5093527004909983,8.629369689616487,0.4066754382667969,0.9591035800782424,-11.794096774193546,2721.136516799865,0.16552918246614867,0.2501183488469488,0.2656968916332356,0.4621167298645946
cfg_120,0.9,0.08,0.4,0.5,0.3,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,548,2717.805323279782,-7.034205972336494,60.94890510948905,3.412821591240875,8.584157322225831,0.397572116066012,0.9604726972760018,-11.510014285714286,2714.288220293614,0.2324587487467247,0.3359711741390848,0.34649202129054163,0.4764335898335147
cfg_149,0.9,0.08,0.25,0.7,0.15,0.15,0.3,0.2,0.3,0.2,0.7129917140924689,622,2715.0576290446206,-7.4758432534496215,59.64630225080386,3.411028289389067,8.681287422017661,0.39291733167801196,0.9261062597576013,-11.9130875,2711.3197074178956,0.1559113779857096,0.22391501503231098,0.22877193476859253,0.44653751756299753
cfg_139,0.9,0.05,0.35,0.45,0.35,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,577,2699.0472181081122,-7.064053585659358,60.65857885615251,3.510904353552859,8.578816860940318,0.4092527455083161,0.980995156696065,-11.572886206896552,2695.5151913152827,0.19307617593515927,0.29005069956736423,0.3005389003196912,0.47692058645053104
cfg_116,0.9,0.05,0.4,0.5,0.3,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,561,2697.5799196006074,-6.922414520126107,60.78431372549019,3.498336577540106,8.585036769652087,0.4074923231437573,0.9820060384535293,-11.40343103448276,2694.1187123405443,0.21575084888610657,0.32990991918463985,0.3414756482865299,0.47357385396030444
cfg_085,0.9,0.08,0.25,0.65,0.2,0.15,0.25,0.2,0.4,0.15,0.7129917140924689,620,2696.6862318432018,-7.554194227005251,59.83870967741935,3.4154814516129024,8.646450935698851,0.39501542043236554,0.9347997346507968,-11.867274193548386,2692.909134729699,0.15771723414589497,0.22336198294025325,0.23031555011154692,0.4571602008582057
cfg_124,0.9,0.05,0.4,0.45,0.35,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,560,2687.2090317731595,-6.922673793555035,61.07142857142858,3.5404014714285705,8.518944493218909,0.41559156468817643,1.0040418801275075,-11.334507142857143,2683.747694876382,0.21993828208444097,0.33190522412999207,0.3465197178677385,0.48553794881268836
cfg_115,0.9,0.05,0.35,0.5,0.3,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,578,2678.581166106346,-7.0829652536654635,60.726643598615915,3.505613342560553,8.58141710400239,0.40851217229908654,0.9798643713614733,-11.572886206896552,2675.039683479513,0.19038184458925944,0.28972589694754713,0.2998362699598827,0.4679394819641982
cfg_165,0.9,0.08,0.25,0.7,0.15,0.15,0.35,0.25,0.25,0.15,0.7129917140924689,623,2667.6638851470384,-7.4668679506148745,59.55056179775281,3.4118216629213483,8.678749314280005,0.39312365634383983,0.9263216634811229,-11.9130875,2663.930451171731,0.15540402270950995,0.22296898213466257,0.22761206864477712,0.4435530747618231
cfg_077,0.9,0.08,0.25,0.65,0.2,0.15,0.3,0.2,0.3,0.2,0.7129917140924689,620,2658.0327405921457,-7.56494169173706,59.83870967741935,3.417576451612902,8.638503556786212,0.3956213514467019,0.9369634395596749,-11.867274193548386,2654.2502697462774,0.1577195919071362,0.22405823658970614,0.22880368559221703,0.4571740700419778
cfg_123,0.9,0.05,0.35,0.45,0.35,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,575,2654.701531298943,-7.083811059074064,60.69565217391304,3.4959551582608692,8.552986419114541,0.4087408756370728,0.9747651897696017,-11.572886206896552,2651.159625769406,0.1941256289888002,0.29161306951485894,0.30415975817234725,0.4804187632960007
cfg_098,0.9,0.05,0.3,0.5,0.3,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,612,2645.833206828204,-7.404291682287445,60.29411764705882,3.4609722287581697,8.596820744823635,0.40258746011915036,0.9462251599191928,-11.794096774193546,2642.13106098706,0.16568162553177768,0.250764908732085,0.26121427317711565,0.4627265021271107
cfg_093,0.9,0.08,0.25,0.65,0.2,0.15,0.35,0.25,0.25,0.15,0.7129917140924689,620,2643.108287680894,-7.555954428157796,60.0,3.43320564516129,8.640270394158916,0.3973493291925494,0.941811743085479,-11.867274193548386,2639.3303104668153,0.15733365392129955,0.22327675267871439,0.22763832076811064,0.4549038465958798
cfg_130,0.9,0.05,0.3,0.45,0.35,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,602,2594.456567624904,-7.315814325838311,60.46511627906976,3.4838875548172754,8.58110721050808,0.4059951087140651,0.962355736953401,-11.638674193548388,2590.798660461985,0.16850157574919258,0.2504754805062223,0.266282416933076,0.47400630299677043
cfg_037,0.9,0.08,0.25,0.6,0.2,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,624,2544.4988699810974,-7.425973163987443,60.256410256410255,3.4448211538461533,8.611755749447585,0.4000138013746067,0.9437475808986215,-11.7720375,2540.7858833991036,0.1551782327063802,0.21578210737633188,0.2258775719028172,0.44222489827282463
cfg_061,0.9,0.08,0.25,0.55,0.25,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,624,2534.507141260024,-7.515001978658797,60.256410256410255,3.437747275641025,8.611083184922446,0.39922355896646544,0.9418096122362405,-11.7720375,2530.7496402706947,0.1567989445696738,0.2159431984067349,0.22627572910670873,0.4517584974686694
cfg_114,0.9,0.05,0.3,0.5,0.3,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,613,2516.3328343701787,-7.4246187856845,60.1957585644372,3.447246009787927,8.593971150643068,0.401123758663069,0.9443395054353373,-11.794096774193546,2512.6205249773366,0.16474656378787458,0.2498198383692798,0.2581968916332356,0.45898625515149827
cfg_053,0.9,0.08,0.25,0.55,0.25,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,624,2492.646690791464,-7.529400804065989,60.256410256410255,3.437747275641025,8.611083184922446,0.39922355896646544,0.9418096122362405,-11.7720375,2488.881990389431,0.15680322166193023,0.21639525179923969,0.22322754855654714,0.4517836568348838
cfg_122,0.9,0.05,0.3,0.45,0.35,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,602,2477.6241947705,-7.329921902841463,60.46511627906976,3.4838875548172754,8.58110721050808,0.4059951087140651,0.962355736953401,-11.638674193548388,2473.959233819079,0.16851277996148875,0.2513549009622746,0.26179979847695606,0.47405111984595505
cfg_029,0.9,0.08,0.25,0.6,0.2,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,624,2458.7989371836975,-7.440389022540805,60.09615384615385,3.431978846153846,8.615604844161533,0.3983445049107106,0.9420434896546407,-11.7720375,2455.078742672427,0.1551822560054774,0.2160099252032373,0.22282939135265561,0.4422485647381022
cfg_138,0.9,0.05,0.3,0.45,0.35,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,603,2457.2264740839446,-7.34804143591724,60.3648424543947,3.45800648092869,8.583928354337719,0.4028466149978121,0.9549319468081763,-11.638674193548388,2453.552453365986,0.1674786070086006,0.25019012337761604,0.258782416933076,0.4699144280344024
cfg_045,0.9,0.08,0.25,0.6,0.2,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,625,2436.3557612284153,-7.42843156694647,60.0,3.4245494399999994,8.610709805068856,0.39770814689214984,0.9403220186039312,-11.7720375,2432.641545444942,0.15455560797773715,0.21575739621667658,0.22077757190281722,0.438562399869042
cfg_109,0.9,0.08,0.25,0.5,0.3,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,624,2405.6531185575855,-7.545671844750745,60.09615384615385,3.434015698717948,8.62755325695714,0.3980289192592123,0.9385958772566886,-11.7720375,2401.8802826352103,0.15850017958982143,0.2161368112670728,0.2266738863106002,0.4617657622930673
cfg_010,0.9,0.05,0.3,0.5,0.2,0.3,0.25,0.2,0.4,0.15,0.7129917140924689,624,2376.471540749496,-7.33898256656873,60.256410256410255,3.4455656987179486,8.640640441590563,0.39876276787692505,0.9366623334736024,-11.842196874999999,2372.8020494662114,0.1539065713819467,0.22949819398540586,0.2514729639490556,0.4156262855277868
cfg_101,0.9,0.08,0.25,0.5,0.3,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,622,2362.299250871262,-7.549409653174277,60.12861736334405,3.419318810289388,8.60010339693234,0.3975904303091356,0.9343636788005749,-11.7720375,2358.524546044675,0.15833512511593603,0.2166988393730583,0.2236257057604386,0.46079485362315326
cfg_069,0.9,0.08,0.25,0.55,0.25,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,625,2359.8930200547943,-7.51742723308838,60.0,3.415572959999999,8.61091967102737,0.39665600080931734,0.9369944894529777,-11.7720375,2356.13430643825,0.15632460009246724,0.2158767393689578,0.22117572910670874,0.4489682358380427
cfg_002,0.9,0.05,0.3,0.5,0.2,0.3,0.3,0.2,0.3,0.2,0.7129917140924689,625,2339.5653657089833,-7.371691878171205,60.160000000000004,3.4633563071999998,8.672718547981177,0.39933917929415513,0.9432269406929622,-11.842196874999999,2335.879519769898,0.15402032630725226,0.23136703787028748,0.2447490362648756,0.41608130522900894
cfg_133,0.9,0.08,0.25,0.45,0.35,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,620,2322.223499912223,-7.471098265797127,60.0,3.3969575806451613,8.60840799475077,0.3946092683707087,0.926982202815037,-11.867274193548386,2318.4879507793244,0.16014674544557286,0.21634692183568632,0.22707204351449167,0.47145144379748744
cfg_153,0.9,0.05,0.25,0.7,0.15,0.15,0.25,0.2,0.4,0.15,0.7129917140924689,647,2274.2747203114145,-7.0219839310128425,59.65996908809892,3.4142724698608964,8.658999811714718,0.394303331112416,0.9342279700050101,-11.819348484848485,2270.763728345908,0.13869717153823177,0.2186659042999113,0.2263734034207711,0.44348585769115884
cfg_145,0.9,0.05,0.25,0.7,0.15,0.15,0.3,0.2,0.3,0.2,0.7129917140924689,647,2272.1200913072144,-7.035131561812291,59.50540958268934,3.395926565687789,8.653144222529404,0.39245001335423535,0.9326014449577202,-11.819348484848485,2268.602525526308,0.1385874850757963,0.21930324846626081,0.22502580561010888,0.44293742537898134
cfg_018,0.9,0.05,0.3,0.5,0.2,0.3,0.35,0.25,0.25,0.15,0.7129917140924689,626,2266.0973218493477,-7.344138994968641,59.904153354632584,3.418003987220447,8.640976210159545,0.39555762035333014,0.9320227627493934,-11.842196874999999,2262.4252523518635,0.1526852096111119,0.22888413597708995,0.2436339619423643,0.4107408384444476
cfg_125,0.9,0.08,0.25,0.45,0.35,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,621,2264.69592647237,-7.474841765205276,60.06441223832528,3.402084380032205,8.602421351442889,0.3954798586402155,0.9283812346476011,-11.7720375,2260.9585055897674,0.16002504681088264,0.21692189111044363,0.22402386296433008,0.4707355694757804
cfg_141,0.9,0.08,0.25,0.45,0.35,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,622,2254.8793334610123,-7.493215668537112,60.12861736334405,3.407154340836012,8.596431927551258,0.39634517780757433,0.92976475602593,-11.7720375,2251.1327256267436,0.1593966905679038,0.21613646633548883,0.22197204351449168,0.467039356281787
cfg_117,0.9,0.08,0.25,0.5,0.3,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,624,2245.954380106794,-7.567777292422361,59.77564102564102,3.3799625,8.604379366305286,0.39281886073456024,0.9258242699721491,-11.7720375,2242.1704914605825,0.15792257185477596,0.21593655736861064,0.2215738863106002,0.4583680697339764
cfg_161,0.9,0.05,0.25,0.7,0.15,0.15,0.35,0.25,0.25,0.15,0.7129917140924689,650,2219.0742054518,-7.024215432183356,59.07692307692308,3.3472075199999995,8.654754400730315,0.3867478341982242,0.9215341889940906,-11.819348484848485,2215.5620977357084,0.13805115224191328,0.21826232448742489,0.2236612572291496,0.4402557612095664
cfg_089,0.9,0.05,0.25,0.65,0.2,0.15,0.35,0.25,0.25,0.15,0.7129917140924689,646,2202.9616565208344,-7.13457534872266,59.59752321981424,3.4168111269349843,8.658804046334568,0.39460543380484325,0.937441720493843,-11.819348484848485,2199.394368846473,0.14019977980898085,0.21854161752752022,0.22369214208013016,0.4509988990449042
cfg_081,0.9,0.05,0.25,0.65,0.2,0.15,0.25,0.2,0.4,0.15,0.7129917140924689,646,2200.9583417910067,-7.132377235278097,59.59752321981424,3.416178619195046,8.665729255974437,0.3942170956748759,0.9347811781160068,-11.819348484848485,2197.3921531733677,0.14060173446789223,0.2186223552173429,0.22684182366064348,0.45300867233946107
cfg_073,0.9,0.05,0.25,0.65,0.2,0.15,0.3,0.2,0.3,0.2,0.7129917140924689,645,2199.5320237202536,-7.145506374770427,59.53488372093023,3.409152229457364,8.661782924785427,0.3935855076328661,0.9344051143779002,-11.819348484848485,2195.9592705328682,0.14062363982397272,0.21944719082918657,0.22506315952025535,0.45311819911986345
cfg_013,0.9,0.08,0.25,0.5,0.2,0.3,0.25,0.2,0.4,0.15,0.7129917140924689,634,2157.493644428251,-7.2753111625435185,59.93690851735016,3.379245104100946,8.613527483026786,0.3923183748771743,0.917448485341452,-11.9130875,2153.8559888469795,0.1499967010758704,0.2017406481502364,0.2170016154853578,0.41174530044629637
cfg_005,0.9,0.08,0.25,0.5,0.2,0.3,0.3,0.2,0.3,0.2,0.7129917140924689,637,2136.4650112261247,-7.301978426430111,59.968602825745684,3.4210789450549446,8.664093549325504,0.3948571106231043,0.932245241449075,-11.9130875,2132.81402201291,0.15017948693939576,0.2032312436339335,0.21242934466011537,0.4128205114082102
cfg_033,0.9,0.05,0.25,0.6,0.2,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,650,2091.579666057128,-7.140416487185563,59.38461538461538,3.386261366153846,8.648692408733016,0.39153448939108637,0.9313570343858568,-11.819348484848485,2088.0094578135354,0.13775656638197242,0.20972512482627273,0.22162067282684383,0.438782831909862
cfg_021,0.9,0.08,0.25,0.5,0.2,0.3,0.35,0.25,0.25,0.15,0.7129917140924689,641,2079.9182718273696,-7.289241304997008,59.59438377535101,3.357791875195007,8.622338325184742,0.3894293808197398,0.9174552139126155,-11.819348484848485,2076.2736511748712,0.14926797577528944,0.20150828598147552,0.2116710941208077,0.40745868103111427
cfg_025,0.9,0.05,0.25,0.6,0.2,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,652,2065.840151803095,-7.161356070510305,59.355828220858896,3.388245680981595,8.67690793881024,0.39048998847003835,0.9342612129960072,-11.819348484848485,2062.25947376784,0.137721413937618,0.21000618178748348,0.21803457806194781,0.43860706968809
cfg_057,0.9,0.05,0.25,0.55,0.25,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,650,2038.48954572082,-7.2089226758495055,59.53846153846154,3.390162289230769,8.647476112624634,0.3920406654007866,0.9328523339097732,-11.819348484848485,2034.8850843828952,0.13961184758213668,0.20985500611992475,0.22208909306671615,0.44805923791068336
cfg_049,0.9,0.05,0.25,0.55,0.25,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,650,2037.8375069540532,-7.229843580061701,59.53846153846154,3.390162289230769,8.647476112624634,0.3920406654007866,0.9328523339097732,-11.819348484848485,2034.2225851640223,0.1395997524782011,0.20999038476339363,0.21850299830182018,0.4479987623910053
cfg_041,0.9,0.05,0.25,0.6,0.2,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,655,2031.1352856927815,-7.151418668193077,59.083969465648856,3.3504132641221376,8.634369325406212,0.38803219295515995,0.9240409652042328,-11.819348484848485,2027.559576358685,0.13688090633897795,0.20969993860049338,0.21562067282684383,0.4344045316948899
cfg_105,0.9,0.05,0.25,0.5,0.3,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,647,1955.505816615663,-7.2775511657748755,59.65996908809892,3.4045472766615146,8.660195764402493,0.39312590261017155,0.9353426078186947,-11.819348484848485,1951.8670410327754,0.14153314471895642,0.2100804900348839,0.22255751330658852,0.4576657235947821
cfg_065,0.9,0.05,0.25,0.55,0.25,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,654,1950.9104435022953,-7.219892599657307,59.32721712538226,3.3886672538226295,8.657566410251352,0.3914110609431926,0.9344796556569769,-11.819348484848485,1947.3004972024667,0.1391117203036591,0.20979332887218818,0.21608909306671614,0.4455586015182953
cfg_097,0.9,0.05,0.25,0.5,0.3,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,646,1944.3935260481933,-7.298453494019597,59.75232198142415,3.411434965944272,8.662992669808462,0.3937940496975739,0.9354058015116673,-11.819348484848485,1940.7442993011834,0.1415995361893813,0.2103170352759718,0.2189714185416925,0.4579976809469064
cfg_129,0.9,0.05,0.25,0.45,0.35,0.2,0.25,0.2,0.4,0.15,0.7129917140924689,645,1919.8973177981227,-7.34630180859559,59.84496124031008,3.4598509829457367,8.692814733367927,0.39801273684861554,0.9471406166315337,-11.819348484848485,1916.224166893825,0.14386218978355292,0.2103616555389845,0.22302593354646083,0.46931094891776454
cfg_121,0.9,0.05,0.25,0.45,0.35,0.2,0.3,0.2,0.3,0.2,0.7129917140924689,645,1905.0613890938373,-7.367185664397757,60.15503875968993,3.4477221519379846,8.65423336857352,0.3983856229782112,0.941954255330753,-11.819348484848485,1901.3777962616384,0.14342626410900566,0.21103608259046883,0.21943983878156487,0.46713132054502826
cfg_137,0.9,0.05,0.25,0.45,0.35,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,648,1887.034068149821,-7.357154862624304,59.876543209876544,3.4206086234567894,8.644196525558423,0.39571157519880834,0.9369245452626166,-11.819348484848485,1883.355490718509,0.14291559308462393,0.2099837854532352,0.21702593354646083,0.46457796542311963
cfg_113,0.9,0.05,0.25,0.5,0.3,0.2,0.35,0.25,0.25,0.15,0.7129917140924689,649,1881.2009876209268,-7.288462576781784,59.47611710323575,3.3941164684129426,8.660988271165586,0.3918855865112685,0.9345909307049541,-11.819348484848485,1877.5567563325358,0.1408049700333847,0.2098249858444433,0.2165575133065885,0.4540248501669234
cfg_009,0.9,0.05,0.25,0.5,0.2,0.3,0.25,0.2,0.4,0.15,0.7129917140924689,661,1759.6937098696567,-7.497986299179161,59.30408472012103,3.378403757942511,8.625089175277747,0.3916949366304632,0.9308741856668474,-11.722167647058823,1755.9447167200672,0.132299077565213,0.19371083416238571,0.21117837115924448,0.411495387826065
cfg_001,0.9,0.05,0.25,0.5,0.2,0.3,0.3,0.2,0.3,0.2,0.7129917140924689,661,1748.9605694126972,-7.538450576340661,59.30408472012103,3.376687570347957,8.625212790956157,0.3914903495353221,0.930715047765132,-11.722167647058823,1745.191344124527,0.13243752243070325,0.19493936815056417,0.20579922901190045,0.41218761215351624
cfg_017,0.9,0.05,0.25,0.5,0.2,0.3,0.35,0.25,0.25,0.15,0.7129917140924689,664,1679.357892618499,-7.511066440492065,59.036144578313255,3.3502474156626505,8.616910210211385,0.38879915583807206,0.9251738036769339,-11.722167647058823,1675.602359398253,0.1316346090879354,0.1926663290328976,0.2049071695538915,0.408173045439677
